trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
140,False,"{'a': 0.65, 'e': 0.24907530463166816}",25,9,21.29254201017381,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.65, 'e': 0.24659696394160643}",25,10,-66.68962066453749,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
142,False,"{'a': 0.65, 'e': 0.2441432831534371}",20,6,-3.656142439323721,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
143,False,"{'a': 0.65, 'e': 0.24171401689703645}",20,0,31.4154024409843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.65, 'e': 0.23930892224375455}",20,9,-26.248160239741352,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.65, 'e': 0.23692775868212176}",30,2,5.46277538657749,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.65, 'e': 0.23457028809379765}",20,0,-26.816619290320148,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
147,False,"{'a': 0.65, 'e': 0.23223627472975883}",25,18,13.291005746174571,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.65, 'e': 0.22992548518672384}",20,7,24.044591391558296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.65, 'e': 0.22763768838381274}",20,11,9.148189718800337,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.65, 'e': 0.22537265553943872}",25,0,13.347637506437655,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.65, 'e': 0.22313016014842982}",20,3,23.248905994414613,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.65, 'e': 0.2209099779593782}",20,0,-22.3713210215897,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
153,False,"{'a': 0.65, 'e': 0.21871188695221475}",20,6,-34.90018948965248,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
154,False,"{'a': 0.65, 'e': 0.21653566731600707}",20,2,-16.116395609172308,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
155,False,"{'a': 0.65, 'e': 0.21438110142697794}",35,25,6.810701111904042,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.65, 'e': 0.21224797382674304}",20,10,-6.347818684056496,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.65, 'e': 0.21013607120076472}",20,0,-23.26808031491156,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
158,False,"{'a': 0.65, 'e': 0.20804518235702046}",30,16,-18.11170863540408,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.65, 'e': 0.20597509820488344}",25,0,-14.071147918272713,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
160,False,"{'a': 0.65, 'e': 0.20392561173421342}",20,2,21.526413102411333,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.65, 'e': 0.20189651799465538}",25,8,12.298966564172995,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.65, 'e': 0.1998876140751445}",20,4,14.974140596381623,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.65, 'e': 0.19789869908361465}",25,16,-7.530522266855863,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.65, 'e': 0.19592957412690934}",20,16,8.397658680577337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.65, 'e': 0.19398004229089189}",20,11,4.20597744106569,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.65, 'e': 0.19204990862075408}",30,10,-23.637853044887777,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
167,False,"{'a': 0.65, 'e': 0.1901389801015205}",30,0,18.8948158683225,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.65, 'e': 0.1882470656387468}",20,10,10.293596062903562,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.65, 'e': 0.18637397603940997}",30,0,-16.66524711084538,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
170,False,"{'a': 0.65, 'e': 0.18451952399298926}",20,5,-19.982947771276116,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.65, 'e': 0.18268352405273466}",20,0,21.441128806093253,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.65, 'e': 0.1808657926171221}",25,0,-46.04977690460651,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
173,False,"{'a': 0.65, 'e': 0.17906614791149322}",20,12,5.660334660785298,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.65, 'e': 0.17728440996987782}",25,8,-3.527586282535758,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
175,False,"{'a': 0.65, 'e': 0.17552040061699686}",20,0,-43.93996571484564,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
176,False,"{'a': 0.65, 'e': 0.17377394345044514}",30,7,14.425142865755184,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.65, 'e': 0.17204486382305054}",25,13,10.125409481816368,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.65, 'e': 0.17033298882540943}",20,6,-7.207411034936221,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.65, 'e': 0.1686381472685955}",20,16,5.578807893773709,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.65, 'e': 0.1669601696670407}",30,10,25.59470480606665,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.65, 'e': 0.16529888822158653}",20,6,-25.29730227511938,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
182,False,"{'a': 0.65, 'e': 0.16365413680270405}",30,0,-98.60128831903592,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
183,False,"{'a': 0.65, 'e': 0.16202575093388075}",20,12,-25.273732447270966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.65, 'e': 0.16041356777517274}",25,11,9.6534585614746,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.65, 'e': 0.15881742610692068}",30,13,15.97102460852904,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.65, 'e': 0.1572371663136276}",20,0,-23.1944723432618,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
187,False,"{'a': 0.65, 'e': 0.1556726303679973}",25,0,10.370180121660855,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
188,False,"{'a': 0.65, 'e': 0.1541236618151314}",20,12,5.487054595454994,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.65, 'e': 0.15259010575688386}",25,16,-4.732343722103961,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.65, 'e': 0.15107180883637084}",20,8,9.289162459413916,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.65, 'e': 0.14956861922263504}",20,0,21.986441100167184,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
